X,Y,RECORRIDO,CENTROIDE,CRUCE,ÃREA
-58.4033973321685,-34.6086987000481,R067,148.000000,"PASO@MITRE, BARTOLOME",Macrocentro
-58.4021370483565,-34.6047137079083,R068,154.000000,CORRIENTES@LARREA,Macrocentro
-58.4035789862252,-34.6056144490685,R068,152.000000,"GOMEZ, VALENTIN@PASO",Macrocentro
-58.4023035866085,-34.602090804633,R068,155.000000,LARREA@TUCUMAN,Macrocentro
-58.4061198155744,-34.6077438313952,R068,142.000000,"PUEYRREDON@PERON, JUAN DOMINGO, TTE.",Macrocentro
-58.4046581492783,-34.6064586606444,R068,143.000000,SARMIENTO@CASTELLI,Macrocentro
-58.4053505525969,-34.5903264665011,R069,409.000000,AGUERO@BERUTI,Macrocentro
-58.4041695745989,-34.5925150772752,R069,408.000000,"ANCHORENA, TOMAS M. DE, DR@ARENALES",Macrocentro
-58.4028222579984,-34.5958248341523,R069,404.000000,CHARCAS@PUEYRREDON,Macrocentro
-58.403613476124,-34.5940778282659,R069,403.000000,ECUADOR@SANTA FE,Macrocentro
-58.4020881800966,-34.5977677159742,R069,402.000000,LARREA@PARAGUAY,Macrocentro
-58.4018462246989,-34.5933292541914,R070,416.000000,ARENALES@PUEYRREDON,Macrocentro
-58.3987423010488,-34.592497563875,R070,434.000000,AZCUENAGA@JUNCAL,Macrocentro
-58.4003572172146,-34.5929324310432,R070,417.000000,BERUTI@LARREA,Macrocentro
-58.4032617674659,-34.5903546935205,R070,415.000000,JUNCAL@LAPRIDA,Macrocentro
-58.4010325343144,-34.5915634236954,R070,418.000000,PUEYRREDON@JUNCAL,Macrocentro
-58.4019800842863,-34.5878468495049,R071,420.000000,AGUERO@PEÃƒÂA,Macrocentro
-58.4050649737856,-34.5845921581165,R071,446.000000,"BILLINGHURST@PACHECO DE MELO, JOSE ANDRES",Macrocentro
-58.3998903899408,-34.5876927578685,R071,422.000000,"LAPRIDA@PACHECO DE MELO, JOSE ANDRES",Macrocentro
-58.4027651339621,-34.5859526542798,R071,421.000000,"PACHECO DE MELO, JOSE ANDRES@BOLLINI",Macrocentro
-58.4045173361323,-34.5863337995473,R071,414.000000,PEÃƒÂA@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.4047077666726,-34.5826192317438,R072,448.000000,CABELLO@ORTIZ DE OCAMPO,Macrocentro
-58.4046888170581,-34.5804801906999,R072,451.000000,"DEL LIBERTADOR@DIAZ, CNEL.",Macrocentro
-58.4015314763774,-34.5820456153735,R072,454.000000,DEL LIBERTADOR@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.3999308864117,-34.585025347146,R072,453.000000,"LAS HERAS, GRAL.@AUSTRIA",Macrocentro
-58.402043927157,-34.5834271952439,R072,452.000000,"SANCHEZ DE BUSTAMANTE@LAS HERAS, GRAL.",Macrocentro
-58.4062336148839,-34.5811818597344,R073,450.000000,BULNES@CERVIÃƒÂO,Macrocentro
-58.4076855037508,-34.5816807127655,R073,449.000000,"CABELLO@RUGGIERI, SILVIO L.",Macrocentro
-58.4061723836442,-34.583459248882,R073,447.000000,"DIAZ, CNEL.@LAS HERAS, GRAL.",Macrocentro
-58.4092023182724,-34.5825408585294,R073,392.000000,"LAS HERAS, GRAL.@PAUNERO",Macrocentro
-58.4101888925252,-34.5822366970278,R073,391.000000,"LAS HERAS, GRAL.@SALGUERO, JERONIMO",Macrocentro
-58.4040544352987,-34.5880333643983,R074,413.000000,AUSTRIA@FRENCH,Macrocentro
-58.4082791947861,-34.588167651166,R074,410.000000,BILLINGHURST@BERUTI,Macrocentro
-58.4066233783537,-34.5863261229356,R074,412.000000,BILLINGHURST@FRENCH,Macrocentro
-58.4083166983133,-34.5865459127439,R074,389.000000,"DIAZ, CNEL.@JUNCAL",Macrocentro
-58.4064511015278,-34.5879825185307,R074,411.000000,JUNCAL@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.4070220451115,-34.5901942068085,R075,407.000000,ARENALES@AUSTRIA,Macrocentro
-58.407938245617,-34.5908691551865,R075,385.000000,AUSTRIA@SANTA FE,Macrocentro
-58.4100810503242,-34.5890571391099,R075,386.000000,"DIAZ, CNEL.@SANTA FE",Macrocentro
-58.4097511861984,-34.5912848317219,R075,384.000000,GUEMES@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.4088972430591,-34.5900421548367,R075,387.000000,SANCHEZ DE BUSTAMANTE@SANTA FE,Macrocentro
-58.4084614864623,-34.5930595466192,R076,383.000000,AGUERO@CHARCAS,Macrocentro
-58.4060901595307,-34.5942098523384,R076,399.000000,"CHARCAS@ANCHORENA, TOMAS M. DE, DR",Macrocentro
-58.4065068514,-34.5970025476131,R076,398.000000,"JAURES, JEAN@PARAGUAY",Macrocentro
-58.4078697955194,-34.5949902732045,R076,397.000000,"LAPRIDA@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro
-58.4060817328833,-34.5925714036137,R076,406.000000,LAPRIDA@SANTA FE,Macrocentro
-58.4091784898364,-34.6008441077826,R077,366.000000,"ANCHORENA, TOMAS M. DE, DR@TUCUMAN",Macrocentro
-58.4037215188741,-34.5984550920838,R077,400.000000,CORDOBA@PUEYRREDON,Macrocentro
-58.4063114763871,-34.5996576304291,R077,396.000000,ECUADOR@SAN LUIS,Macrocentro
-58.4077598219252,-34.6011106704286,R077,393.000000,"TUCUMAN@JAURES, JEAN",Macrocentro
-58.408150638501,-34.6020115356946,R077,365.000000,3001ZELAYA,Macrocentro
-58.4107707970464,-34.6051091820774,R078,79.000000,"ANCHORENA, TOMAS M. DE, DR@GOMEZ, VALENTIN",Macrocentro
-58.4059288571317,-34.6017273202545,R078,147.000000,BOULOGNE SUR MER@TUCUMAN,Macrocentro
-58.4089147384703,-34.6041189745628,R078,80.000000,"CORRIENTES@JAURES, JEAN",Macrocentro
-58.407407657311,-34.6030226263646,R078,145.000000,LAVALLE@ECUADOR,Macrocentro
-58.4044961193274,-34.6008833739785,R078,395.000000,PUEYRREDON@VIAMONTE,Macrocentro
-58.4069488591845,-34.6054141970341,R079,144.000000,"GOMEZ, VALENTIN@BOULOGNE SUR MER",Macrocentro
-58.410470153692,-34.6079359895356,R079,77.000000,"JAURES, JEAN@PERON. JUAN DOMINGO, TTE.",Macrocentro
-58.4036227984964,-34.6034038948362,R079,153.000000,LAVALLE@PASO,Macrocentro
-58.4054694627547,-34.604563691103,R079,146.000000,PUEYRREDON@CORRIENTES,Macrocentro
-58.4087383922122,-34.6066817383753,R079,78.000000,SARMIENTO@ ECUADOR,Macrocentro
-58.4087131752227,-34.6126110998153,R080,130.000000,"ALSINA, ADOLFO@LA RIOJA",Macrocentro
-58.4128163607609,-34.6154434408043,R080,61.000000,BELGRANO@SANCHEZ DE LORIA,Macrocentro
-58.4073361935856,-34.6113705084575,R080,132.000000,CATAMARCA@YRIGOYEN HIPOLITO,Macrocentro
-58.4142554504767,-34.6166315980905,R080,56.000000,LINIERS VIRREY@VENEZUELA,Macrocentro
-58.4098725506062,-34.613994966662,R080,64.000000,"MORENO@URQUIZA, Gral.",Macrocentro
-58.4069414784488,-34.6125043134172,R081,131.000000,"ALSINA, ADOLFO@CATAMARCA",Macrocentro
-58.4058375264833,-34.6112638290789,R081,134.000000,"JUJUY@YRIGOYEN, HIPOLITO",Macrocentro
-58.4084009926673,-34.6150864018624,R081,129.000000,LA RIOJA@BELGRANO,Macrocentro
-58.4059659038036,-34.6101207485117,R081,141.000000,RIVADAVIA@PUEYRREDON,Macrocentro
-58.4094551878429,-34.6166133292601,R081,62.000000,URQUIZA@VENEZUELA,Macrocentro
-58.4105884397203,-34.622693749822,R082,38.000000,"CALVO, CARLOS@24 DE NOVIEMBRE",Macrocentro
-58.4091757765824,-34.6212638637676,R082,39.000000,"ESTADOS UNIDOS@URQUIZA, Gral.",Macrocentro
-58.4122197514261,-34.6239925794759,R082,34.000000,HUMBERTO 1Ã‚Âª@SANCHEZ DE LORIA,Macrocentro
-58.4077803588436,-34.6197201613158,R082,96.000000,INDEPENDENCIA@LA RIOJA,Macrocentro
-58.4135721914643,-34.6251408464341,R082,31.000000,SAN JUAN@LINIERS VIRREY,Macrocentro
-58.4061514105563,-34.6218189262217,R083,97.000000,"CALVO, CARLOS@DEAN FUNES",Macrocentro
-58.4047826739035,-34.6201972426575,R083,98.000000,CATAMARCA@ESTADOS UNIDOS,Macrocentro
-58.4102085957728,-34.6263073021778,R083,35.000000,COCHABAMBA@24 DE NOVIEMBRE,Macrocentro
-58.4072162150339,-34.6232159429551,R083,95.000000,HUMBERTO 1Ã‚Âª@LA RIOJA,Macrocentro
-58.4088754569839,-34.624600747795,R083,36.000000,"SAN JUAN@URQUIZA, Gral.",Macrocentro
-58.4098689533186,-34.6298884024981,R084,27.000000,"24DE NOVIEMBRE@GARAY, JUAN DE",Macrocentro
-58.4067551209383,-34.6272033326865,R084,93.000000,CONSTITUCION@LA RIOJA,Macrocentro
-58.4056012727879,-34.6257661297482,R084,94.000000,DEAN FUNES@COCHABAMBA,Macrocentro
-58.4116345266087,-34.6316978761935,R084,24.000000,INCLAN@SANCHEZ DE LORIA,Macrocentro
-58.408485058593,-34.6283328838542,R084,83.000000,PAVON@URQUIZA,Macrocentro
-58.4161635321349,-34.6375044549979,R085,2.000000,BOEDO@CHICLANA,Macrocentro
-58.4054540088056,-34.6291845562034,R085,85.000000,"CHICLANA@GARAY, JUAN DE",Macrocentro
-58.4124089211173,-34.6352176094771,R085,23.000000,CHICLANA@LINIERS VIRREY,Macrocentro
-58.4043012056674,-34.6278302320853,R085,89.000000,CHICLANA@PAVON,Macrocentro
-58.4081015049421,-34.6320976266322,R085,81.000000,"CHICLANA@URQUIZA, Gral",Macrocentro
-58.4093471693751,-34.6347200946363,R086,25.000000,BRASIL@24 DE NOVIEMBRE,Macrocentro
-58.4090536702349,-34.6377213300987,R086,4.000000,CASEROS@24 DE NOVIEMBRE,Macrocentro
-58.4170868049088,-34.6391083059055,R086,1.000000,CASEROS@RAULET,Macrocentro
-58.411910032114,-34.6370645750074,R086,3.000000,LINIERS VIRREY@RONDEAU,Macrocentro
-58.4076678329738,-34.6363532040853,R086,5.000000,"RONDEAU@URQUIZA, Gral.",Macrocentro
-58.4161065807686,-34.634060730614,R087,16.000000,BOEDO@SALCEDO,Macrocentro
-58.4178287024156,-34.6329581006531,R087,9.000000,"CASTRO, BARROS@INCLAN",Macrocentro
-58.4179090271613,-34.6355331438087,R087,8.000000,"CASTRO,BARROS@LAS CASAS",Macrocentro
-58.4141665515953,-34.6347154172651,R087,17.000000,LAS CASAS@MAZA,Macrocentro
-58.4130310127421,-34.6333344930001,R087,18.000000,LINIERS VIRREY@SALCEDO,Macrocentro
-58.4119310591621,-34.627586243325,R088,26.000000,CONSTITUCION@SANCHEZ DE LORIA,Macrocentro
-58.4159558265174,-34.631380936227,R088,19.000000,"GARAY, JUAN DE@BOEDO",Macrocentro
-58.4132509194612,-34.6287404862781,R088,22.000000,LINIERS VIRREY@TARIJA,Macrocentro
-58.414594586613,-34.6267950422882,R088,29.000000,MAZA@COCHABAMBA,Macrocentro
-58.4145290943856,-34.6298494852392,R088,21.000000,MAZA@PAVON,Macrocentro
-58.4159358121056,-34.6278745443861,R089,20.000000,BOEDO@CONSTITUCION,Macrocentro
-58.4191078674932,-34.6245972278542,R089,11.000000,"CALVO, CARLOS@CASTRO, BARROS",Macrocentro
-58.4180571374055,-34.6291253106737,R089,10.000000,"CASTRO, BARROS@TARIJA",Macrocentro
-58.4184960533206,-34.6272438579422,R089,12.000000,"COCHABAMBA@CASTRO, BARROS",Macrocentro
-58.4176816650622,-34.6256639290008,R089,13.000000,COLOMBRES@SAN JUAN,Macrocentro
-58.414809756603,-34.6235919899692,R090,30.000000,"CALVO, CARLOS@MAZA",Macrocentro
-58.4136827801949,-34.6220858566953,R090,33.000000,ESTADOS UNIDOS@LINIERS VIRREY,Macrocentro
-58.4161643595108,-34.6245813512214,R090,28.000000,HUMBERTO 1Ã‚Âª@BOEDO,Macrocentro
-58.4125438805753,-34.6206423153354,R090,37.000000,INDEPENDENCIA@SANCHEZ DE LORIA,Macrocentro
-58.4109895670231,-34.6190496385037,R090,60.000000,MEXICO@24 DE NOVIEMBRE,Macrocentro
-58.4153417595427,-34.6183849037288,R091,55.000000,AGRELO@MAZA,Macrocentro
-58.4194257868238,-34.6211934909251,R091,14.000000,"CASTRO, BARROS@INDEPENDENCIA",Macrocentro
-58.4179433282025,-34.6225923710523,R091,16.000000,COLOMBRES@ESTADOS UNIDOS,Macrocentro
-58.4182745592977,-34.6174633693464,R091,41.000000,COLOMBRES@VENEZUELA,Macrocentro
-58.4165096856802,-34.6209772030762,R091,32.000000,INDEPENDENCIA@BOEDO,Macrocentro
-58.4131163062415,-34.6134164480908,R092,59.000000,"ALSINA, ADOLFO@SANCHEZ DE LORIA",Macrocentro
-58.4117791241007,-34.6092234211819,R092,74.000000,"ANCHORENA, TOMAS M. DE, DR@MITRE, BARTOLOME",Macrocentro
-58.4147840368921,-34.613053228112,R092,58.000000,LINIERS VIRREY@YRIGOYEN HIPOLITO,Macrocentro
-58.4103464384571,-34.6104395491802,R092,76.000000,"RIVADAVIA@JAURES, JEAN",Macrocentro
-58.411681007168,-34.6118571379052,R092,63.000000,"YRIGOYEN, HIPOLITO@24 DE NOVIEMBRE",Macrocentro
-58.4170174986559,-34.6156969965589,R093,44.000000,BOEDO@BELGRANO,Macrocentro
-58.4178350318434,-34.612493664551,R093,45.000000,BOEDO@DON BOSCO,Macrocentro
-58.4200802252632,-34.6158436741848,R093,40.000000,CASTRO BARROS@BELGRANO,Macrocentro
-58.4186504651141,-34.6142768420697,R093,43.000000,COLOMBRES@YRIGOYEN HIPOLITO,Macrocentro
-58.4159702660314,-34.6144398648705,R093,57.000000,MORENO@MAZA,Macrocentro
-58.4160650536739,-34.6085362366311,R094,65.000000,BILLINGHURST@DIAZ VELEZ,Macrocentro
-58.4174059527125,-34.6095552997921,R094,50.000000,"BRAVO, MARIO@MITRE, BARTOLOME",Macrocentro
-58.4210093840996,-34.6114803165841,R094,42.000000,MEDRANO@RIVADAVIA,Macrocentro
-58.4173398669325,-34.6109424383716,R094,49.000000,RIVADAVIA@MAZA,Macrocentro
-58.4144670537555,-34.6107364000959,R094,66.000000,RIVADAVIA@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.4187886720241,-34.6085381620811,R095,48.000000,BULNES@DIAZ VELEZ,Macrocentro
-58.4139370059417,-34.6073460648632,R095,67.000000,"GALLO@PERON, JUAN DOMINGO, TTE.",Macrocentro
-58.4214129224846,-34.6072678346426,R095,46.000000,MEDRANO@POTOSI,Macrocentro
-58.4172750384046,-34.6068881103026,R095,51.000000,"PERON, JUAN DOMINGO, TTE.@BRAVO, MARIO",Macrocentro
-58.4198543425487,-34.6060092226699,R095,52.000000,"PERON, JUAN DOMINGO, TTE.@SALGUERO, JERONIMO",Macrocentro
-58.4123989800108,-34.6063692770322,R096,75.000000,AGUERO@SARMIENTO,Macrocentro
-58.4131834873955,-34.6041375428671,R096,72.000000,CORRIENTES@GALLO,Macrocentro
-58.414733316928,-34.6049725597749,R096,71.000000,"GOMEZ, VALENTIN@SANCHEZ DE BUSTAMANTE",Macrocentro
-58.4128039941833,-34.6025116936438,R096,73.000000,GUARDIA VIEJA@GALLO,Macrocentro
-58.4112302300943,-34.6020606000083,R096,363.000000,LAVALLE@AGUERO,Macrocentro
-58.4160283280601,-34.6056700595523,R097,68.000000,BILLINGHURST@SARMIENTO,Macrocentro
-58.4167465500152,-34.6035983534471,R097,69.000000,"BRAVO, MARIO@CORRIENTES",Macrocentro
-58.4182162013915,-34.6045382996519,R097,54.000000,"BULNES@GOMEZ, VALENTIN",Macrocentro
-58.4193396479606,-34.6020499475433,R097,53.000000,"HUMAHUACA@SALGUERO, JERONIMO",Macrocentro
-58.4209545110664,-34.6031750605567,R097,47.000000,MEDRANO@CORRIENTES,Macrocentro
-58.4105902230752,-34.5993924095732,R098,367.000000,AGUERO@SAN LUIS,Macrocentro
-58.4081479693131,-34.5980689672736,R098,394.000000,"CORDOBA@ANCHORENA, TOMAS M. DE, DR",Macrocentro
-58.412278924117,-34.6002435036609,R098,362.000000,GALLO@TUCUMAN,Macrocentro
-58.4154692510305,-34.6026521956252,R098,70.000000,HUMAHUACA@BILLINGHURST,Macrocentro
-58.413988761025,-34.6011289509509,R098,356.000000,LAVALLE@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.4177940524362,-34.6009589251301,R099,345.000000,BULNES@GUARDIA VIEJA,Macrocentro
-58.4175077334829,-34.5988776835129,R099,347.000000,BULNES@TUCUMAN,Macrocentro
-58.4206097083023,-34.6006989329316,R099,344.000000,GUARDIA VIEJA@MEDRANO,Macrocentro
-58.4161433288645,-34.6004529350793,R099,353.000000,"LAVALLE@BRAVO, MARIO",Macrocentro
-58.4190034319232,-34.5995402257438,R099,346.000000,"LAVALLE@SALGUERO, JERONIMO",Macrocentro
-58.4142348775854,-34.5967707824378,R100,360.000000,"BILLINGHURST@CABRERA, JOSE A.",Macrocentro
-58.411918831979,-34.5980030577628,R100,364.000000,CORDOBA@GALLO,Macrocentro
-58.4132525679176,-34.5979487441089,R100,357.000000,CORDOBA@SANCHEZ DE BUSTAMANTE,Macrocentro
-58.4116198613635,-34.596255893595,R100,368.000000,GALLO@SOLER,Macrocentro
-58.4149301623323,-34.5996003211375,R100,355.000000,TUCUMAN@BILLINGHURST,Macrocentro
-58.4160005075329,-34.5978547523678,R101,354.000000,"BRAVO, MARIO@CORDOBA",Macrocentro
-58.4167462199638,-34.5955383964964,R101,359.000000,BULNES@GORRITI,Macrocentro
-58.4155178351043,-34.5967129731192,R101,358.000000,"CABRERA, JOSE A.@BRAVO, MARIO",Macrocentro
-58.4187247131404,-34.5965640948556,R101,350.000000,"CABRERA, JOSE A.@SALGUERO, JERONIMO",Macrocentro
-58.4201627056833,-34.5977631726092,R101,348.000000,CORDOBA@MEDRANO,Macrocentro
-58.409623643449,-34.5956625532946,R102,370.000000,AGUERO@PARAGUAY,Macrocentro
-58.4121208035189,-34.5928756883262,R102,381.000000,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro
-58.4127440327861,-34.5936942872105,R102,361.000000,BILLINGHURST@PARAGUAY,Macrocentro
-58.4123908456426,-34.5917508963719,R102,382.000000,"CHARCAS@DIAZ, CNEL.",Macrocentro
-58.410329887334,-34.5939298331384,R102,369.000000,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro
-58.4143936645809,-34.594054049298,R103,374.000000,"DIAZ, CNEL.@SOLER",Macrocentro
-58.4161006209604,-34.5927439574362,R103,371.000000,EL SALVADOR@BULNES,Macrocentro
-58.4180564952886,-34.5927732816307,R103,351.000000,"EL SALVADOR@SALGUERO, JERONIMO",Macrocentro
-58.4195675658403,-34.594138737557,R103,349.000000,HONDURAS@MEDRANO,Macrocentro
-58.4169243783557,-34.5921299489185,R103,373.000000,SOLER@VIDT,Macrocentro
-58.4151526519043,-34.5917737652332,R104,372.000000,BULNES@PARAGUAY,Macrocentro
-58.4147213667364,-34.5899107755826,R104,378.000000,CHARCAS@VIDT,Macrocentro
-58.4137467102991,-34.5916915860848,R104,375.000000,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",Macrocentro
-58.416654088019,-34.5897990510093,R104,376.000000,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",Macrocentro
-58.4183730089789,-34.5899415243041,R104,352.000000,MEDRANO@DEL SIGNO,Macrocentro
-58.4131582209425,-34.5857256869891,R105,390.000000,"ALVAREZ, JULIAN@ARENALES",Macrocentro
-58.4116875713187,-34.5857990977462,R105,388.000000,"BERUTI@SALGUERO, JERONIMO",Macrocentro
-58.4127578904391,-34.589322992193,R105,379.000000,BULNES@GUEMES,Macrocentro
-58.4145416750003,-34.588152887899,R105,377.000000,"GUEMES@SALGUERO, JERONIMO",Macrocentro
-58.4131550778121,-34.5870039059798,R105,380.000000,"SALGUERO, JERONIMO@SANTA FE",Macrocentro
-58.3587766516986,-34.6113814347358,R002,343.000000,"GIRALT, HERNAN M., INT., A@VILLAFLOR, AZUCENA",Macrocentro
-58.3638832348297,-34.6119825360993,R002,511.000000,"VILLAFLOR, AZUCENA@DEALESSI, PIERINA",Macrocentro
-58.3628795071574,-34.6175745869202,R002,517.000000,"VERA PENALOZA, ROSARIO@DEALESSI, PIERINA",Macrocentro
-58.3615475636747,-34.6232779871779,R001,520.000000,"RAWSON DE DELLEPIANE, ELVIRA@DEALESSI, PIERINA",Macrocentro
-58.3569645758648,-34.616958158972,R001,341.000000,"PADRE M. L. MIGONE@ACHAVAL RODRIGUEZ, T., DR.",Macrocentro
