a√±o,mes,punto_cruce,punto_referencia,cantidad_ciclistas
2012,Agosto,Virrey Liniers y C.Calvo,PB6,1251
2012,Agosto,Billin-ghurst y Peron,PB10,3105
2012,Agosto,Del Liber-tador y Montevideo,PB11,2022
2012,Agosto,Corredor Norte y Casares,PB12,2692
2012,Agosto,EEUU y 33 Orientales,PB32,929
2012,Agosto,F. Alcorta y Derecho,PB36,1424
2012,Agosto,Montev y Peron,PB37,1986
2012,Agosto,Potosi y Rawson,PB39,892
2012,Agosto,J. Alvarez y Padilla,PB40,558
2012,Agosto,Chile y Tacuari,PB44,761
2012,Agosto,Serrano y Loyola,PB45,873
2012,Agosto,Gorriti y G. Cruz,PB46,2093
2012,Agosto,Cnel. Diaz y Mansilla,PB48,1461
2012,Agosto,11 de Sep y Monroe,PB49,591
2012,Agosto,Arenales y Montevideo,PB52,412
2012,Septiembre,Virrey Cevallos y Chile,PB1,2040
2012,Septiembre,Azopar-do y Mexico,PB2,857
2012,Septiembre,Rincon y Carlos Calvo,PB3,1983
2012,Septiembre,Virrey Liniers y C.Calvo,PB6,1673
2012,Septiembre,Billin-ghurst y Peron,PB10,3257
2012,Septiembre,Del Liber-tador y Montevideo,PB11,1659
2012,Septiembre,Corredor Norte y Casares,PB12,2146
2012,Septiembre,EEUU y 33 Orientales,PB32,885
2012,Septiembre,F. Alcorta y Derecho,PB36,1696
2012,Septiembre,Montev y Peron,PB37,2175
2012,Septiembre,Potosi y Rawson,PB39,1023
2012,Septiembre,J. Alvarez y Padilla,PB40,753
2012,Septiembre,Chile y Tacuari,PB44,862
2012,Septiembre,Serrano y Loyola,PB45,1375
2012,Septiembre,Gorriti y G. Cruz,PB46,2238
2012,Septiembre,Cnel. Diaz y Mansilla,PB48,1536
2012,Septiembre,11 de Sep y Monroe,PB49,373
2012,Septiembre,Arenales y Montevideo,PB52,1541
2012,Octubre,Virrey Cevallos y Chile,PB1,2440
2012,Octubre,Azopar-do y Mexico,PB2,884
2012,Octubre,Rincon y Carlos Calvo,PB3,1923
2012,Octubre,Virrey Liniers y C.Calvo,PB6,1632
2012,Octubre,Billin-ghurst y Peron,PB10,3318
2012,Octubre,Del Liber-tador y Montevideo,PB11,1939
2012,Octubre,Corredor Norte y Casares,PB12,3175
2012,Octubre,EEUU y 33 Orientales,PB32,1083
2012,Octubre,F. Alcorta y Derecho,PB36,1780
2012,Octubre,Montev y Peron,PB37,1914
2012,Octubre,Potosi y Rawson,PB39,943
2012,Octubre,J. Alvarez y Padilla,PB40,651
2012,Octubre,Chile y Tacuari,PB44,814
2012,Octubre,Serrano y Loyola,PB45,942
2012,Octubre,Gorriti y G. Cruz,PB46,1549
2012,Octubre,Cnel. Diaz y Mansilla,PB48,1155
2012,Octubre,11 de Sep y Monroe,PB49,582
2012,Octubre,Arenales y Montevideo,PB52,1263
2012,Noviembre,Virrey Cevallos y Chile,PB1,2163
2012,Noviembre,Azopar-do y Mexico,PB2,728
2012,Noviembre,Rincon y Carlos Calvo,PB3,2076
2012,Noviembre,Virrey Liniers y C.Calvo,PB6,2302
2012,Noviembre,Billin-ghurst y Peron,PB10,4486
2012,Noviembre,Del Liber-tador y Montevideo,PB11,2493
2012,Noviembre,Corredor Norte y Casares,PB12,4030
2012,Noviembre,EEUU y 33 Orientales,PB32,1281
2012,Noviembre,F. Alcorta y Derecho,PB36,2745
2012,Noviembre,Montev y Peron,PB37,2743
2012,Noviembre,Potosi y Rawson,PB39,1260
2012,Noviembre,J. Alvarez y Padilla,PB40,978
2012,Noviembre,Chile y Tacuari,PB44,1060
2012,Noviembre,Serrano y Loyola,PB45,1437
2012,Noviembre,Gorriti y G. Cruz,PB46,2733
2012,Noviembre,Cnel. Diaz y Mansilla,PB48,2203
2012,Noviembre,11 de Sep y Monroe,PB49,676
2012,Noviembre,Arenales y Montevideo,PB52,1869
2012,Diciembre,Virrey Cevallos y Chile,PB1,2041
2012,Diciembre,Azopar-do y Mexico,PB2,822
2012,Diciembre,Rincon y Carlos Calvo,PB3,2306
2012,Diciembre,Virrey Liniers y C.Calvo,PB6,1989
2012,Diciembre,Billin-ghurst y Peron,PB10,3490
2012,Diciembre,Del Liber-tador y Montevideo,PB11,2123
2012,Diciembre,Corredor Norte y Casares,PB12,2643
2012,Diciembre,EEUU y 33 Orientales,PB32,1063
2012,Diciembre,F. Alcorta y Derecho,PB36,2108
2012,Diciembre,Montev y Peron,PB37,2457
2012,Diciembre,Potosi y Rawson,PB39,1165
2012,Diciembre,J. Alvarez y Padilla,PB40,634
2012,Diciembre,Chile y Tacuari,PB44,949
2012,Diciembre,Serrano y Loyola,PB45,1198
2012,Diciembre,Gorriti y G. Cruz,PB46,2243
2012,Diciembre,Cnel. Diaz y Mansilla,PB48,2294
2012,Diciembre,11 de Sep y Monroe,PB49,864
2012,Diciembre,Arenales y Montevideo,PB52,1902
2013,Enero,Virrey Cevallos y Chile,PB1,1855
2013,Enero,Azopar-do y Mexico,PB2,874
2013,Enero,Rincon y Carlos Calvo,PB3,1541
2013,Enero,Virrey Liniers y C.Calvo,PB6,1601
2013,Enero,Billin-ghurst y Peron,PB10,3701
2013,Enero,Del Liber-tador y Montevideo,PB11,2592
2013,Enero,Corredor Norte y Casares,PB12,3626
2013,Enero,EEUU y 33 Orientales,PB32,1241
2013,Enero,F. Alcorta y Derecho,PB36,2168
2013,Enero,Montev y Peron,PB37,2381
2013,Enero,Potosi y Rawson,PB39,1208
2013,Enero,J. Alvarez y Padilla,PB40,805
2013,Enero,Chile y Tacuari,PB44,984
2013,Enero,Serrano y Loyola,PB45,1414
2013,Enero,Gorriti y G. Cruz,PB46,2358
2013,Enero,Cnel. Diaz y Mansilla,PB48,2161
2013,Enero,11 de Sep y Monroe,PB49,878
2013,Enero,Arenales y Montevideo,PB52,1770
2013,Febrero,Virrey Cevallos y Chile,PB1,2376
2013,Febrero,Azopar-do y Mexico,PB2,1011
2013,Febrero,Rincon y Carlos Calvo,PB3,1953
2013,Febrero,Virrey Liniers y C.Calvo,PB6,2133
2013,Febrero,Billin-ghurst y Peron,PB10,3805
2013,Febrero,Del Liber-tador y Montevideo,PB11,2867
2013,Febrero,Corredor Norte y Casares,PB12,5358
2013,Febrero,EEUU y 33 Orientales,PB32,998
2013,Febrero,F. Alcorta y Derecho,PB36,2830
2013,Febrero,Montev y Peron,PB37,2461
2013,Febrero,Potosi y Rawson,PB39,1083
2013,Febrero,J. Alvarez y Padilla,PB40,688
2013,Febrero,Chile y Tacuari,PB44,1002
2013,Febrero,Serrano y Loyola,PB45,1512
2013,Febrero,Gorriti y G. Cruz,PB46,2884
2013,Febrero,Cnel. Diaz y Mansilla,PB48,2559
2013,Febrero,11 de Sep y Monroe,PB49,1183
2013,Febrero,Arenales y Montevideo,PB52,1914
2013,Marzo,Virrey Cevallos y Chile,PB1,2698
2013,Marzo,Azopar-do y Mexico,PB2,941
2013,Marzo,Rincon y Carlos Calvo,PB3,2556
2013,Marzo,Virrey Liniers y C.Calvo,PB6,2308
2013,Marzo,Billin-ghurst y Peron,PB10,4759
2013,Marzo,Del Liber-tador y Montevideo,PB11,3159
2013,Marzo,Corredor Norte y Casares,PB12,4141
2013,Marzo,EEUU y 33 Orientales,PB32,1590
2013,Marzo,F. Alcorta y Derecho,PB36,2510
2013,Marzo,Montev y Peron,PB37,3427
2013,Marzo,Potosi y Rawson,PB39,1394
2013,Marzo,J. Alvarez y Padilla,PB40,955
2013,Marzo,Chile y Tacuari,PB44,1074
2013,Marzo,Serrano y Loyola,PB45,1783
2013,Marzo,Gorriti y G. Cruz,PB46,3495
2013,Marzo,Cnel. Diaz y Mansilla,PB48,2575
2013,Marzo,11 de Sep y Monroe,PB49,1279
2013,Marzo,Arenales y Montevideo,PB52,2381
2013,Abril,Virrey Cevallos y Chile,PB1,2231
2013,Abril,Azopar-do y Mexico,PB2,800
2013,Abril,Rincon y Carlos Calvo,PB3,2392
2013,Abril,Virrey Liniers y C.Calvo,PB6,2481
2013,Abril,Billin-ghurst y Peron,PB10,5088
2013,Abril,Del Liber-tador y Montevideo,PB11,2988
2013,Abril,Corredor Norte y Casares,PB12,3682
2013,Abril,EEUU y 33 Orientales,PB32,1388
2013,Abril,F. Alcorta y Derecho,PB36,2438
2013,Abril,Montev y Peron,PB37,3075
2013,Abril,Potosi y Rawson,PB39,1439
2013,Abril,J. Alvarez y Padilla,PB40,1172
2013,Abril,Chile y Tacuari,PB44,1345
2013,Abril,Serrano y Loyola,PB45,1646
2013,Abril,Gorriti y G. Cruz,PB46,3932
2013,Abril,Cnel. Diaz y Mansilla,PB48,2839
2013,Abril,11 de Sep y Monroe,PB49,1083
2013,Abril,Arenales y Montevideo,PB52,2249
2013,Mayo,Virrey Cevallos y Chile,PB1,2235
2013,Mayo,Azopar-do y Mexico,PB2,825
2013,Mayo,Rincon y Carlos Calvo,PB3,2113
2013,Mayo,Virrey Liniers y C.Calvo,PB6,2017
2013,Mayo,Billin-ghurst y Peron,PB10,4592
2013,Mayo,Del Liber-tador y Montevideo,PB11,2327
2013,Mayo,Corredor Norte y Casares,PB12,3698
2013,Mayo,EEUU y 33 Orientales,PB32,1301
2013,Mayo,F. Alcorta y Derecho,PB36,2402
2013,Mayo,Montev y Peron,PB37,2773
2013,Mayo,Potosi y Rawson,PB39,1136
2013,Mayo,J. Alvarez y Padilla,PB40,1041
2013,Mayo,Chile y Tacuari,PB44,854
2013,Mayo,Serrano y Loyola,PB45,1133
2013,Mayo,Gorriti y G. Cruz,PB46,2461
2013,Mayo,Cnel. Diaz y Mansilla,PB48,2169
2013,Mayo,11 de Sep y Monroe,PB49,875
2013,Mayo,Arenales y Montevideo,PB52,1974
2013,Junio,Virrey Cevallos y Chile,PB1,1973
2013,Junio,Azopar-do y Mexico,PB2,821
2013,Junio,Rincon y Carlos Calvo,PB3,2478
2013,Junio,Virrey Liniers y C.Calvo,PB6,1924
2013,Junio,Billin-ghurst y Peron,PB10,4147
2013,Junio,Del Liber-tador y Montevideo,PB11,2042
2013,Junio,Corredor Norte y Casares,PB12,3221
2013,Junio,EEUU y 33 Orientales,PB32,1083
2013,Junio,F. Alcorta y Derecho,PB36,2590
2013,Junio,Montev y Peron,PB37,2769
2013,Junio,Potosi y Rawson,PB39,1106
2013,Junio,J. Alvarez y Padilla,PB40,661
2013,Junio,Chile y Tacuari,PB44,1123
2013,Junio,Serrano y Loyola,PB45,1584
2013,Junio,Gorriti y G. Cruz,PB46,3214
2013,Junio,Cnel. Diaz y Mansilla,PB48,2787
2013,Junio,11 de Sep y Monroe,PB49,914
2013,Junio,Arenales y Montevideo,PB52,2260
2013,Junio,M.T. Alvear y Uriburu,PB54,301
2013,Julio,Virrey Cevallos y Chile,PB1,1946
2013,Julio,Azopar-do y Mexico,PB2,809
2013,Julio,Rincon y Carlos Calvo,PB3,1839
2013,Julio,Virrey Liniers y C.Calvo,PB6,1813
2013,Julio,Billin-ghurst y Peron,PB10,3412
2013,Julio,Del Liber-tador y Montevideo,PB11,2278
2013,Julio,Corredor Norte y Casares,PB12,3420
2013,Julio,EEUU y 33 Orientales,PB32,1097
2013,Julio,F. Alcorta y Derecho,PB36,1535
2013,Julio,Montev y Peron,PB37,1876
2013,Julio,Potosi y Rawson,PB39,651
2013,Julio,J. Alvarez y Padilla,PB40,445
2013,Julio,Chile y Tacuari,PB44,919
2013,Julio,Serrano y Loyola,PB45,1057
2013,Julio,Gorriti y G. Cruz,PB46,2541
2013,Julio,Cnel. Diaz y Mansilla,PB48,1831
2013,Julio,11 de Sep y Monroe,PB49,846
2013,Julio,Arenales y Montevideo,PB52,1554
2013,Julio,M.T. Alvear y Uriburu,PB54,252
2013,Agosto,Virrey Cevallos y Chile,PB1,1857
2013,Agosto,Azopar-do y Mexico,PB2,771
2013,Agosto,Rincon y Carlos Calvo,PB3,1872
2013,Agosto,Virrey Liniers y C.Calvo,PB6,1771
2013,Agosto,Billin-ghurst y Peron,PB10,3592
2013,Agosto,Del Liber-tador y Montevideo,PB11,2379
2013,Agosto,Corredor Norte y Casares,PB12,3842
2013,Agosto,EEUU y 33 Orientales,PB32,1002
2013,Agosto,F. Alcorta y Derecho,PB36,1919
2013,Agosto,Montev y Peron,PB37,2651
2013,Agosto,Potosi y Rawson,PB39,939
2013,Agosto,J. Alvarez y Padilla,PB40,832
2013,Agosto,Chile y Tacuari,PB44,1063
2013,Agosto,Serrano y Loyola,PB45,1231
2013,Agosto,Gorriti y G. Cruz,PB46,2386
2013,Agosto,Cnel. Diaz y Mansilla,PB48,2217
2013,Agosto,11 de Sep y Monroe,PB49,1057
2013,Agosto,Arenales y Montevideo,PB52,1889
2013,Agosto,M.T. Alvear y Uriburu,PB54,277
2013,Septiembre,Virrey Cevallos y Chile,PB1,1783
2013,Septiembre,Azopar-do y Mexico,PB2,848
2013,Septiembre,Rincon y Carlos Calvo,PB3,2267
2013,Septiembre,Virrey Liniers y C.Calvo,PB6,2191
2013,Septiembre,Billin-ghurst y Peron,PB10,3809
2013,Septiembre,Del Liber-tador y Montevideo,PB11,3348
2013,Septiembre,Corredor Norte y Casares,PB12,3536
2013,Septiembre,EEUU y 33 Orientales,PB32,1077
2013,Septiembre,F. Alcorta y Derecho,PB36,2196
2013,Septiembre,Montev y Peron,PB37,2917
2013,Septiembre,Potosi y Rawson,PB39,1526
2013,Septiembre,J. Alvarez y Padilla,PB40,706
2013,Septiembre,Chile y Tacuari,PB44,1060
2013,Septiembre,Serrano y Loyola,PB45,1606
2013,Septiembre,Gorriti y G. Cruz,PB46,3495
2013,Septiembre,Cnel. Diaz y Mansilla,PB48,2644
2013,Septiembre,11 de Sep y Monroe,PB49,728
2013,Septiembre,Arenales y Montevideo,PB52,2263
2013,Septiembre,M.T. Alvear y Uriburu,PB54,299
2013,Octubre,Virrey Cevallos y Chile,PB1,2392
2013,Octubre,Azopar-do y Mexico,PB2,905
2013,Octubre,Rincon y Carlos Calvo,PB3,2576
2013,Octubre,Virrey Liniers y C.Calvo,PB6,2345
2013,Octubre,Billin-ghurst y Peron,PB10,4880
2013,Octubre,Del Liber-tador y Montevideo,PB11,3001
2013,Octubre,Corredor Norte y Casares,PB12,4005
2013,Octubre,EEUU y 33 Orientales,PB32,1355
2013,Octubre,F. Alcorta y Derecho,PB36,3102
2013,Octubre,Montev y Peron,PB37,3141
2013,Octubre,Potosi y Rawson,PB39,1845
2013,Octubre,J. Alvarez y Padilla,PB40,1242
2013,Octubre,Chile y Tacuari,PB44,1009
2013,Octubre,Serrano y Loyola,PB45,1637
2013,Octubre,Gorriti y G. Cruz,PB46,3312
2013,Octubre,Cnel. Diaz y Mansilla,PB48,2794
2013,Octubre,11 de Sep y Monroe,PB49,1250
2013,Octubre,Arenales y Montevideo,PB52,2713
2013,Octubre,M.T. Alvear y Uriburu,PB54,328
2013,Noviembre,Virrey Cevallos y Chile,PB1,2491
2013,Noviembre,Azopar-do y Mexico,PB2,874
2013,Noviembre,Rincon y Carlos Calvo,PB3,4066
2013,Noviembre,Virrey Liniers y C.Calvo,PB6,2756
2013,Noviembre,Billin-ghurst y Peron,PB10,4693
2013,Noviembre,Del Liber-tador y Montevideo,PB11,3327
2013,Noviembre,Corredor Norte y Casares,PB12,5253
2013,Noviembre,EEUU y 33 Orientales,PB32,1469
2013,Noviembre,F. Alcorta y Derecho,PB36,3122
2013,Noviembre,Montev y Peron,PB37,4248
2013,Noviembre,Potosi y Rawson,PB39,1912
2013,Noviembre,J. Alvarez y Padilla,PB40,1324
2013,Noviembre,Chile y Tacuari,PB44,1186
2013,Noviembre,Serrano y Loyola,PB45,2394
2013,Noviembre,Gorriti y G. Cruz,PB46,4315
2013,Noviembre,Cnel. Diaz y Mansilla,PB48,3114
2013,Noviembre,11 de Sep y Monroe,PB49,1296
2013,Noviembre,Arenales y Montevideo,PB52,2995
2013,Noviembre,M.T. Alvear y Uriburu,PB54,355
2013,Diciembre,Virrey Cevallos y Chile,PB1,2465
2013,Diciembre,Azopar-do y Mexico,PB2,833
2013,Diciembre,Rincon y Carlos Calvo,PB3,2408
2013,Diciembre,Virrey Liniers y C.Calvo,PB6,2147
2013,Diciembre,Billin-ghurst y Peron,PB10,4017
2013,Diciembre,Del Liber-tador y Montevideo,PB11,2008
2013,Diciembre,Corredor Norte y Casares,PB12,3830
2013,Diciembre,EEUU y 33 Orientales,PB32,1240
2013,Diciembre,F. Alcorta y Derecho,PB36,2214
2013,Diciembre,Montev y Peron,PB37,3575
2013,Diciembre,Potosi y Rawson,PB39,1069
2013,Diciembre,J. Alvarez y Padilla,PB40,1405
2013,Diciembre,Chile y Tacuari,PB44,1056
2013,Diciembre,Serrano y Loyola,PB45,1617
2013,Diciembre,Gorriti y G. Cruz,PB46,3927
2013,Diciembre,Cnel. Diaz y Mansilla,PB48,3263
2013,Diciembre,11 de Sep y Monroe,PB49,1037
2013,Diciembre,Arenales y Montevideo,PB52,2298
2013,Diciembre,M.T. Alvear y Uriburu,PB54,315
2014,Enero,Virrey Cevallos y Chile,PB1,1760
2014,Enero,Azopar-do y Mexico,PB2,828
2014,Enero,Rincon y Carlos Calvo,PB3,1868
2014,Enero,Virrey Liniers y C.Calvo,PB6,1869
2014,Enero,Billin-ghurst y Peron,PB10,3737
2014,Enero,Del Liber-tador y Montevideo,PB11,2434
2014,Enero,Corredor Norte y Casares,PB12,4614
2014,Enero,EEUU y 33 Orientales,PB32,1051
2014,Enero,F. Alcorta y Derecho,PB36,2381
2014,Enero,Montev y Peron,PB37,2352
2014,Enero,Potosi y Rawson,PB39,906
2014,Enero,J. Alvarez y Padilla,PB40,822
2014,Enero,Chile y Tacuari,PB44,799
2014,Enero,Serrano y Loyola,PB45,1335
2014,Enero,Gorriti y G. Cruz,PB46,2663
2014,Enero,Cnel. Diaz y Mansilla,PB48,2279
2014,Enero,11 de Sep y Monroe,PB49,824
2014,Enero,Arenales y Montevideo,PB52,1953
2014,Enero,M.T. Alvear y Uriburu,PB54,717
2014,Febrero,Virrey Cevallos y Chile,PB1,2101
2014,Febrero,Azopar-do y Mexico,PB2,663
2014,Febrero,Rincon y Carlos Calvo,PB3,1642
2014,Febrero,Virrey Liniers y C.Calvo,PB6,1246
2014,Febrero,Billin-ghurst y Peron,PB10,3694
2014,Febrero,Del Liber-tador y Montevideo,PB11,1884
2014,Febrero,Corredor Norte y Casares,PB12,3210
2014,Febrero,EEUU y 33 Orientales,PB32,1121
2014,Febrero,F. Alcorta y Derecho,PB36,1994
2014,Febrero,Montev y Peron,PB37,2804
2014,Febrero,Potosi y Rawson,PB39,1362
2014,Febrero,J. Alvarez y Padilla,PB40,999
2014,Febrero,Chile y Tacuari,PB44,867
2014,Febrero,Serrano y Loyola,PB45,1675
2014,Febrero,Gorriti y G. Cruz,PB46,2722
2014,Febrero,Cnel. Diaz y Mansilla,PB48,2277
2014,Febrero,11 de Sep y Monroe,PB49,1079
2014,Febrero,Arenales y Montevideo,PB52,2201
2014,Febrero,M.T. Alvear y Uriburu,PB54,974
2014,Marzo,Virrey Cevallos y Chile,PB1,2413
2014,Marzo,Azopar-do y Mexico,PB2,867
2014,Marzo,Rincon y Carlos Calvo,PB3,2114
2014,Marzo,Virrey Liniers y C.Calvo,PB6,2637
2014,Marzo,Billin-ghurst y Peron,PB10,4643
2014,Marzo,Del Liber-tador y Montevideo,PB11,2469
2014,Marzo,Corredor Norte y Casares,PB12,4021
2014,Marzo,EEUU y 33 Orientales,PB32,1360
2014,Marzo,F. Alcorta y Derecho,PB36,3066
2014,Marzo,Montev y Peron,PB37,3129
2014,Marzo,Potosi y Rawson,PB39,1961
2014,Marzo,J. Alvarez y Padilla,PB40,1484
2014,Marzo,Chile y Tacuari,PB44,936
2014,Marzo,Serrano y Loyola,PB45,2255
2014,Marzo,Gorriti y G. Cruz,PB46,3324
2014,Marzo,Cnel. Diaz y Mansilla,PB48,2951
2014,Marzo,11 de Sep y Monroe,PB49,1204
2014,Marzo,Arenales y Montevideo,PB52,2430
2014,Marzo,M.T. Alvear y Uriburu,PB54,1125
2014,Abril,Virrey Cevallos y Chile,PB1,3223
2014,Abril,Azopar-do y Mexico,PB2,855
2014,Abril,Rincon y Carlos Calvo,PB3,2714
2014,Abril,Virrey Liniers y C.Calvo,PB6,2674
2014,Abril,Billin-ghurst y Peron,PB10,5485
2014,Abril,Del Liber-tador y Montevideo,PB11,2902
2014,Abril,Corredor Norte y Casares,PB12,4444
2014,Abril,EEUU y 33 Orientales,PB32,1414
2014,Abril,F. Alcorta y Derecho,PB36,2708
2014,Abril,Montev y Peron,PB37,3394
2014,Abril,Potosi y Rawson,PB39,1387
2014,Abril,J. Alvarez y Padilla,PB40,1426
2014,Abril,Chile y Tacuari,PB44,1072
2014,Abril,Serrano y Loyola,PB45,2324
2014,Abril,Gorriti y G. Cruz,PB46,3786
2014,Abril,Cnel. Diaz y Mansilla,PB48,3024
2014,Abril,11 de Sep y Monroe,PB49,1234
2014,Abril,Arenales y Montevideo,PB52,2120
2014,Abril,M.T. Alvear y Uriburu,PB54,1466
2014,Mayo,Virrey Cevallos y Chile,PB1,2656
2014,Mayo,Azopar-do y Mexico,PB2,997
2014,Mayo,Rincon y Carlos Calvo,PB3,2347
2014,Mayo,Virrey Liniers y C.Calvo,PB6,2022
2014,Mayo,Billin-ghurst y Peron,PB10,4750
2014,Mayo,Del Liber-tador y Montevideo,PB11,2963
2014,Mayo,Corredor Norte y Casares,PB12,3738
2014,Mayo,EEUU y 33 Orientales,PB32,1382
2014,Mayo,F. Alcorta y Derecho,PB36,2252
2014,Mayo,Montev y Peron,PB37,3603
2014,Mayo,Potosi y Rawson,PB39,1545
2014,Mayo,J. Alvarez y Padilla,PB40,1262
2014,Mayo,Chile y Tacuari,PB44,707
2014,Mayo,Serrano y Loyola,PB45,2352
2014,Mayo,Gorriti y G. Cruz,PB46,3620
2014,Mayo,Cnel. Diaz y Mansilla,PB48,2563
2014,Mayo,11 de Sep y Monroe,PB49,975
2014,Mayo,Arenales y Montevideo,PB52,2321
2014,Mayo,M.T. Alvear y Uriburu,PB54,1416
2014,Junio,Virrey Cevallos y Chile,PB1,3036
2014,Junio,Azopar-do y Mexico,PB2,919
2014,Junio,Rincon y Carlos Calvo,PB3,2178
